B,G,R,TONE
100,140,205,mild
100,139,207,mild
95,136,205,mild
103,140,208,mild
102,139,207,mild
103,140,208,mild
106,144,209,mild
104,142,207,mild
101,139,204,mild
102,140,204,mild
118,148,205,mild
117,150,206,mild
100,137,199,mild
101,138,200,mild
96,132,196,mild
95,133,198,mild
97,137,202,mild
98,138,203,mild
98,138,203,mild
100,138,203,mild
98,138,203,mild
95,132,200,mild
96,135,204,mild
101,140,209,mild
104,141,209,mild
101,139,204,mild
100,138,203,mild
102,140,205,mild
105,143,208,mild
105,143,207,mild
105,143,207,mild
107,145,209,mild
108,142,201,mild
112,146,206,mild
110,143,206,mild
105,143,208,mild
103,143,208,mild
103,143,208,mild
104,142,207,mild
102,140,205,mild
100,138,202,mild
101,137,201,mild
98,136,201,mild
106,141,207,mild
99,136,204,mild
97,135,200,mild
106,144,209,mild
107,145,209,mild
117,142,198,mild
105,137,196,mild
106,140,199,mild
107,138,199,mild
107,142,205,mild
106,144,208,mild
99,138,206,mild
97,136,205,mild
96,138,209,mild
95,137,206,mild
95,137,206,mild
97,139,208,mild
98,140,209,mild
99,142,209,mild
99,142,209,mild
98,141,208,mild
97,140,207,mild
96,141,208,mild
101,138,206,mild
103,139,209,mild
110,146,206,mild
111,145,205,mild
109,144,207,mild
102,140,205,mild
100,139,207,mild
101,140,208,mild
102,141,209,mild
100,142,209,mild
99,141,208,mild
99,141,208,mild
98,140,207,mild
101,140,208,mild
101,140,208,mild
104,141,209,mild
104,142,207,mild
104,141,209,mild
104,142,207,mild
104,142,207,mild
102,142,207,mild
103,143,208,mild
99,142,205,mild
101,141,206,mild
100,143,206,mild
103,143,208,mild
101,144,207,mild
101,141,206,mild
97,140,203,mild
97,137,202,mild
96,139,202,mild
98,138,203,mild
97,140,203,mild
98,138,203,mild
96,139,202,mild
97,137,202,mild
96,137,200,mild
96,137,200,mild
96,137,200,mild
96,137,200,mild
97,138,201,mild
97,138,201,mild
97,138,201,mild
97,138,201,mild
97,138,201,mild
95,136,199,mild
96,137,200,mild
98,136,200,mild
99,137,201,mild
99,137,201,mild
100,138,202,mild
100,138,202,mild
100,138,202,mild
96,137,199,mild
96,138,197,mild
95,137,196,mild
95,137,196,mild
95,137,196,mild
103,139,209,mild
110,147,207,mild
108,144,204,mild
107,144,206,mild
102,144,209,mild
102,144,209,mild
103,143,208,mild
103,143,208,mild
102,142,207,mild
102,142,207,mild
105,143,208,mild
105,143,208,mild
107,142,208,mild
107,142,208,mild
106,141,207,mild
106,141,207,mild
106,141,207,mild
106,141,207,mild
107,145,209,mild
107,145,209,mild
107,145,209,mild
104,142,206,mild
104,142,206,mild
103,141,205,mild
103,141,205,mild
103,141,205,mild
102,140,204,mild
102,140,204,mild
102,140,204,mild
100,139,201,mild
100,139,201,mild
100,139,201,mild
100,139,201,mild
100,139,201,mild
100,139,201,mild
101,138,200,mild
101,138,200,mild
99,136,198,mild
99,136,198,mild
101,136,199,mild
101,136,199,mild
104,137,200,mild
104,137,200,mild
104,137,200,mild
103,139,199,mild
99,136,196,mild
99,137,195,mild
99,137,195,mild
98,136,194,mild
98,136,194,mild
111,148,208,mild
108,148,207,mild
110,150,209,mild
112,149,209,mild
104,144,209,mild
104,144,209,mild
104,144,209,mild
108,143,209,mild
107,142,208,mild
107,142,208,mild
106,141,207,mild
106,141,207,mild
107,145,209,mild
105,143,207,mild
104,142,206,mild
103,141,205,mild
104,142,206,mild
104,142,206,mild
105,143,207,mild
101,142,204,mild
101,142,204,mild
102,141,203,mild
102,141,203,mild
101,140,202,mild
100,139,201,mild
102,139,201,mild
102,139,201,mild
100,137,199,mild
100,137,199,mild
101,136,199,mild
101,136,199,mild
102,137,200,mild
102,137,200,mild
102,137,200,mild
102,138,198,mild
101,138,198,mild
101,139,197,mild
100,138,196,mild
100,138,196,mild
100,138,196,mild
106,145,207,mild
107,147,206,mild
109,149,208,mild
110,150,209,mild
110,150,209,mild
109,149,208,mild
108,148,207,mild
104,144,203,mild
105,145,204,mild
107,147,206,mild
109,149,208,mild
108,143,209,mild
107,142,208,mild
107,142,208,mild
107,145,209,mild
106,144,208,mild
107,145,209,mild
107,145,209,mild
104,142,206,mild
102,140,204,mild
102,140,204,mild
102,140,204,mild
104,142,206,mild
105,143,207,mild
103,144,206,mild
103,144,206,mild
104,143,205,mild
103,142,204,mild
102,141,203,mild
101,140,202,mild
102,139,201,mild
102,139,201,mild
102,139,201,mild
102,139,201,mild
103,138,201,mild
103,138,201,mild
103,138,201,mild
103,138,201,mild
104,139,202,mild
104,140,200,mild
104,141,201,mild
104,142,200,mild
104,142,200,mild
104,142,200,mild
103,141,199,mild
108,143,209,mild
106,144,208,mild
106,144,208,mild
106,144,208,mild
106,144,208,mild
104,142,206,mild
103,141,205,mild
103,141,205,mild
105,143,207,mild
106,144,208,mild
104,145,207,mild
104,145,207,mild
103,144,206,mild
102,143,205,mild
103,142,204,mild
102,141,203,mild
101,140,202,mild
101,140,202,mild
104,141,203,mild
104,141,203,mild
104,141,203,mild
104,141,203,mild
105,140,203,mild
105,140,203,mild
105,140,203,mild
105,141,201,mild
104,141,201,mild
104,142,200,mild
104,142,200,mild
104,142,200,mild
103,141,199,mild
107,145,209,mild
106,144,208,mild
106,144,208,mild
107,145,209,mild
107,146,208,mild
103,144,206,mild
103,144,206,mild
103,144,206,mild
102,143,205,mild
103,142,204,mild
103,142,204,mild
102,141,203,mild
102,141,203,mild
105,142,204,mild
105,142,204,mild
105,142,204,mild
104,141,203,mild
105,140,203,mild
105,140,203,mild
105,140,203,mild
104,140,200,mild
101,139,197,mild
101,139,197,mild
100,138,196,mild
100,138,196,mild
100,138,196,mild
108,147,209,mild
106,145,207,mild
106,145,207,mild
105,144,206,mild
102,143,205,mild
100,144,203,mild
102,144,203,mild
101,143,202,mild
101,143,202,mild
101,143,202,mild
103,143,202,mild
103,143,202,mild
102,142,201,mild
102,142,201,mild
103,140,200,mild
103,140,200,mild
102,139,199,mild
102,139,199,mild
102,139,199,mild
101,138,198,mild
99,137,195,mild
99,137,195,mild
99,137,195,mild
98,136,194,mild
98,136,194,mild
107,146,208,mild
108,147,209,mild
108,147,209,mild
108,147,209,mild
107,146,208,mild
106,145,207,mild
104,143,205,mild
102,141,203,mild
99,141,200,mild
100,142,201,mild
98,142,201,mild
101,143,202,mild
101,143,202,mild
101,143,202,mild
101,143,202,mild
103,143,202,mild
104,144,203,mild
100,140,199,mild
100,140,199,mild
102,139,199,mild
101,138,198,mild
101,138,198,mild
100,137,197,mild
100,137,197,mild
99,136,196,mild
100,138,196,mild
100,138,196,mild
99,137,195,mild
99,137,195,mild
99,137,195,mild
108,148,207,mild
108,148,207,mild
109,149,208,mild
109,149,208,mild
108,148,207,mild
108,148,207,mild
107,147,206,mild
104,146,205,mild
104,146,205,mild
100,145,202,mild
98,143,200,mild
97,142,199,mild
98,143,200,mild
98,143,200,mild
99,142,199,mild
98,141,198,mild
101,141,199,mild
101,141,199,mild
101,141,199,mild
100,140,198,mild
102,140,198,mild
101,139,197,mild
101,139,197,mild
101,139,197,mild
99,137,195,mild
99,137,195,mild
99,137,195,mild
98,136,194,mild
97,135,193,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
109,149,208,mild
106,148,207,mild
102,147,204,mild
100,145,202,mild
97,142,199,mild
97,142,199,mild
97,142,199,mild
98,143,200,mild
99,142,199,mild
97,140,197,mild
99,139,197,mild
99,139,197,mild
99,139,197,mild
99,139,197,mild
101,139,197,mild
100,138,196,mild
100,138,196,mild
100,138,196,mild
100,138,196,mild
100,138,196,mild
100,138,196,mild
99,137,195,mild
99,137,195,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
109,149,208,mild
109,149,208,mild
109,149,208,mild
110,150,209,mild
109,149,208,mild
107,149,208,mild
101,146,203,mild
98,145,201,mild
96,143,199,mild
95,142,198,mild
97,142,199,mild
97,142,199,mild
96,141,198,mild
95,140,197,mild
95,138,195,mild
95,138,195,mild
98,138,196,mild
98,138,196,mild
98,138,196,mild
98,138,196,mild
98,138,196,mild
98,138,196,mild
101,139,197,mild
101,139,197,mild
101,139,197,mild
101,139,197,mild
102,140,198,mild
110,147,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
110,150,209,mild
109,149,208,mild
109,149,208,mild
110,150,209,mild
110,150,209,mild
109,149,208,mild
108,148,207,mild
107,147,206,mild
105,148,205,mild
102,147,204,mild
98,145,201,mild
96,143,199,mild
95,142,198,mild
97,142,199,mild
97,142,199,mild
96,141,198,mild
95,140,197,mild
95,138,195,mild
96,139,196,mild
98,138,196,mild
98,138,196,mild
98,138,196,mild
99,139,197,mild
99,139,197,mild
99,139,197,mild
101,139,197,mild
101,139,197,mild
102,140,198,mild
103,141,199,mild
103,141,199,mild
110,147,209,mild
111,151,209,mild
109,149,207,mild
110,150,208,mild
110,150,208,mild
110,150,208,mild
110,150,208,mild
109,149,207,mild
108,148,206,mild
105,148,205,mild
102,147,204,mild
99,146,200,mild
97,144,198,mild
96,143,197,mild
97,144,198,mild
97,144,198,mild
97,143,197,mild
96,142,196,mild
97,141,195,mild
97,141,195,mild
98,142,196,mild
98,142,196,mild
100,141,196,mild
100,141,196,mild
100,141,196,mild
100,141,196,mild
100,138,196,mild
101,139,197,mild
101,139,197,mild
102,140,198,mild
102,140,198,mild
112,149,209,mild
111,151,209,mild
111,151,209,mild
110,150,208,mild
108,151,208,mild
104,150,204,mild
101,148,202,mild
98,145,199,mild
98,145,199,mild
98,145,199,mild
99,146,200,mild
99,145,199,mild
97,143,197,mild
99,143,197,mild
99,143,197,mild
99,143,197,mild
98,142,196,mild
100,141,196,mild
100,141,196,mild
99,140,195,mild
99,140,195,mild
99,137,195,mild
99,137,195,mild
99,137,195,mild
99,137,195,mild
99,137,195,mild
110,150,208,mild
110,150,208,mild
111,151,209,mild
111,151,209,mild
111,151,209,mild
111,151,209,mild
108,151,208,mild
105,151,205,mild
102,149,203,mild
100,147,201,mild
99,146,200,mild
100,147,201,mild
100,147,201,mild
100,146,200,mild
99,145,199,mild
98,144,198,mild
98,144,198,mild
99,143,197,mild
98,142,196,mild
97,141,195,mild
96,140,194,mild
97,138,193,mild
96,137,192,mild
96,134,192,mild
96,134,192,mild
96,134,192,mild
96,134,192,mild
96,134,192,mild
103,147,206,mild
105,146,208,mild
106,148,207,mild
109,149,207,mild
107,150,207,mild
109,149,207,mild
108,151,208,mild
110,150,208,mild
109,152,209,mild
111,151,209,mild
109,152,209,mild
110,150,208,mild
108,151,208,mild
111,151,209,mild
109,152,209,mild
111,151,209,mild
108,151,208,mild
109,149,207,mild
106,149,206,mild
106,152,206,mild
104,150,204,mild
102,148,202,mild
101,147,201,mild
102,148,202,mild
102,148,202,mild
101,147,201,mild
100,146,200,mild
100,144,198,mild
99,143,197,mild
98,142,196,mild
97,141,195,mild
95,139,193,mild
95,136,191,mild
96,133,189,mild
96,133,189,mild
95,132,190,mild
95,132,188,mild
107,137,208,mild
109,141,207,mild
106,147,209,mild
102,143,206,mild
101,142,205,mild
106,147,209,mild
103,144,207,mild
105,146,208,mild
105,147,206,mild
103,148,205,mild
106,149,206,mild
105,150,207,mild
108,151,208,mild
107,152,209,mild
107,150,207,mild
105,150,207,mild
108,151,208,mild
105,150,207,mild
106,149,206,mild
104,147,204,mild
104,147,204,mild
103,146,203,mild
102,145,202,mild
101,144,201,mild
101,144,201,mild
101,144,201,mild
101,144,201,mild
102,145,202,mild
101,141,199,mild
100,140,198,mild
98,138,196,mild
99,138,193,mild
98,133,189,mild
100,134,188,mild
100,133,189,mild
100,134,188,mild
100,133,189,mild
104,134,205,mild
106,138,204,mild
110,142,208,mild
102,143,206,mild
97,138,201,mild
100,141,204,mild
105,149,208,mild
105,150,207,mild
106,151,208,mild
106,151,208,mild
107,152,209,mild
106,151,208,mild
104,149,206,mild
104,149,206,mild
105,150,207,mild
105,150,207,mild
103,148,205,mild
103,146,203,mild
106,146,204,mild
105,145,203,mild
104,144,202,mild
103,143,201,mild
103,143,201,mild
103,143,201,mild
103,143,201,mild
104,144,202,mild
100,140,198,mild
99,139,197,mild
97,137,195,mild
98,137,192,mild
102,135,191,mild
104,135,190,mild
104,135,190,mild
104,135,190,mild
104,135,190,mild
106,136,207,mild
108,140,206,mild
111,143,209,mild
107,152,209,mild
105,150,207,mild
103,148,205,mild
103,148,205,mild
104,149,206,mild
104,149,206,mild
102,147,204,mild
102,145,202,mild
106,146,204,mild
107,145,203,mild
106,144,202,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
106,144,202,mild
101,139,197,mild
100,138,196,mild
98,136,194,mild
95,133,191,mild
98,135,191,mild
102,137,193,mild
104,138,192,mild
104,138,192,mild
104,138,192,mild
104,138,192,mild
106,151,208,mild
104,149,206,mild
103,148,205,mild
102,147,204,mild
103,148,205,mild
103,148,205,mild
101,146,203,mild
102,145,202,mild
106,146,204,mild
107,145,203,mild
106,144,202,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
106,144,202,mild
101,139,197,mild
101,139,197,mild
99,137,195,mild
97,135,193,mild
95,133,191,mild
98,135,191,mild
102,137,193,mild
102,138,192,mild
104,138,192,mild
102,138,192,mild
104,138,192,mild
109,152,209,mild
108,151,208,mild
106,149,206,mild
105,148,205,mild
104,147,204,mild
105,148,205,mild
105,148,205,mild
103,146,203,mild
102,145,202,mild
106,146,204,mild
107,145,203,mild
106,144,202,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
106,144,202,mild
102,140,198,mild
102,140,198,mild
102,140,198,mild
99,137,195,mild
96,134,192,mild
95,133,191,mild
97,135,193,mild
98,137,192,mild
98,135,191,mild
98,136,190,mild
100,136,190,mild
98,136,190,mild
100,136,190,mild
109,152,209,mild
107,150,207,mild
105,148,205,mild
105,148,205,mild
106,149,206,mild
106,149,206,mild
104,147,204,mild
104,144,202,mild
108,146,204,mild
107,145,203,mild
106,144,202,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
105,143,201,mild
106,144,202,mild
102,140,198,mild
103,141,199,mild
103,141,199,mild
100,138,196,mild
98,136,194,mild
96,134,192,mild
97,135,193,mild
99,138,193,mild
97,134,190,mild
97,135,189,mild
97,135,189,mild
97,135,189,mild
97,135,189,mild
108,151,208,mild
106,149,206,mild
106,149,206,mild
107,150,207,mild
107,150,207,mild
105,148,205,mild
105,145,203,mild
108,146,204,mild
108,145,203,mild
107,144,202,mild
106,143,201,mild
106,143,201,mild
106,143,201,mild
106,143,201,mild
107,144,202,mild
102,139,197,mild
103,140,198,mild
103,140,198,mild
101,138,196,mild
98,135,193,mild
97,134,192,mild
97,134,192,mild
98,135,191,mild
96,135,190,mild
96,136,189,mild
96,136,189,mild
96,136,189,mild
96,136,189,mild
109,152,209,mild
107,150,207,mild
107,150,207,mild
108,151,208,mild
107,150,207,mild
106,149,206,mild
106,146,204,mild
108,146,204,mild
108,145,203,mild
107,144,202,mild
106,143,201,mild
106,143,201,mild
106,143,201,mild
106,143,201,mild
107,144,202,mild
101,138,196,mild
102,139,197,mild
102,139,197,mild
100,137,195,mild
98,135,193,mild
96,133,191,mild
96,133,191,mild
97,134,190,mild
97,136,191,mild
97,137,190,mild
97,137,190,mild
97,137,190,mild
97,137,190,mild
111,151,209,mild
111,151,209,mild
111,151,209,mild
110,150,208,mild
109,149,207,mild
109,149,207,mild
110,150,208,mild
109,149,207,mild
109,149,207,mild
109,149,207,mild
106,146,204,mild
104,144,202,mild
108,146,204,mild
108,145,203,mild
107,144,202,mild
106,143,201,mild
105,142,200,mild
105,142,200,mild
105,142,200,mild
105,142,200,mild
103,140,198,mild
102,139,197,mild
101,138,196,mild
100,137,195,mild
98,135,193,mild
97,134,192,mild
96,133,191,mild
95,132,188,mild
95,135,188,mild
95,135,188,mild
95,135,188,mild
111,151,209,mild
109,149,207,mild
108,148,206,mild
109,149,207,mild
108,148,206,mild
106,146,204,mild
106,144,202,mild
106,143,201,mild
105,142,200,mild
104,141,199,mild
103,140,198,mild
103,140,198,mild
102,139,197,mild
103,140,198,mild
103,140,198,mild
102,139,197,mild
102,139,197,mild
101,138,196,mild
100,137,195,mild
98,135,193,mild
97,134,192,mild
96,133,191,mild
96,133,189,mild
95,132,188,mild
95,135,188,mild
95,135,188,mild
95,135,188,mild
110,145,209,mild
112,150,208,mild
110,148,206,mild
109,147,205,mild
110,148,206,mild
109,147,205,mild
107,145,203,mild
105,143,201,mild
104,141,199,mild
106,140,199,mild
105,139,198,mild
104,138,197,mild
104,138,197,mild
104,138,197,mild
105,139,198,mild
105,139,198,mild
104,138,197,mild
103,137,196,mild
103,137,196,mild
102,136,195,mild
100,134,193,mild
99,133,192,mild
99,133,192,mild
96,133,189,mild
96,133,189,mild
96,134,188,mild
96,134,188,mild
95,133,187,mild
95,133,187,mild
112,150,208,mild
113,151,209,mild
113,151,209,mild
113,151,209,mild
113,151,209,mild
112,150,208,mild
111,149,207,mild
110,148,206,mild
112,150,208,mild
111,149,207,mild
109,147,205,mild
109,147,205,mild
109,147,205,mild
109,147,205,mild
107,145,203,mild
105,143,201,mild
108,142,201,mild
107,141,200,mild
106,140,199,mild
106,140,199,mild
106,140,199,mild
106,140,199,mild
107,141,200,mild
107,141,200,mild
103,137,196,mild
102,136,195,mild
